,raw material 1,raw material 2,raw material 3,temperature,time
4758,0.59,0.03,0.38,107,70
4759,0.23,0.24,0.53,88,90
4760,0.29,0.39,0.32,94,120
4761,0.36,0.15,0.49,96,120
4762,0.37,0.5,0.13,63,110
4763,0.64,0.03,0.32,66,90
4764,0.04,0.27,0.6900000000000001,69,70
4765,0.31,0.19,0.5,84,60
4766,0.35000000000000003,0.14,0.51,47,10
4767,0.42,0.22,0.35000000000000003,58,130
4768,0.53,0.4,0.07,107,120
4769,0.31,0.23,0.47000000000000003,86,10
4770,0.02,0.37,0.61,75,20
4771,0.25,0.41000000000000003,0.34,91,30
4772,0.22,0.24,0.54,42,70
4773,0.12,0.04,0.84,92,70
4774,0.34,0.29,0.37,88,70
4775,0.14,0.21,0.65,77,90
4776,0.17,0.34,0.49,69,30
4777,0.23,0.31,0.45,108,60
4778,0.41000000000000003,0.05,0.54,63,30
4779,0.36,0.28,0.36,66,100
4780,0.8200000000000001,0.09,0.09,45,40
4781,0.38,0.32,0.3,88,110
4782,0.04,0.21,0.76,101,90
4783,0.28,0.49,0.24,71,80
4784,0.64,0.31,0.05,84,30
4785,0.13,0.43,0.44,89,110
4786,0.6900000000000001,0.09,0.22,73,30
4787,0.26,0.15,0.58,61,20
4788,0.28,0.2,0.52,93,130
4789,0.63,0.0,0.37,67,70
4790,0.55,0.14,0.32,40,40
4791,0.51,0.13,0.36,59,20
4792,0.63,0.32,0.05,50,80
4793,0.03,0.41000000000000003,0.56,59,110
4794,0.56,0.05,0.39,65,30
4795,0.64,0.15,0.21,42,120
4796,0.28,0.09,0.63,106,20
4797,0.8200000000000001,0.13,0.05,109,20
4798,0.38,0.25,0.38,78,10
4799,0.48,0.01,0.52,96,20
4800,0.79,0.0,0.21,64,50
4801,0.53,0.14,0.33,90,40
4802,0.52,0.36,0.12,46,80
4803,0.56,0.22,0.21,63,70
4804,0.41000000000000003,0.4,0.19,110,110
4805,0.19,0.56,0.25,53,30
4806,0.43,0.18,0.39,72,30
4807,0.19,0.01,0.8,69,60
4808,0.17,0.41000000000000003,0.43,96,90
4809,0.48,0.04,0.48,106,20
4810,0.62,0.19,0.19,41,10
4811,0.35000000000000003,0.49,0.16,72,110
4812,0.37,0.2,0.43,43,100
4813,0.47000000000000003,0.26,0.28,74,120
4814,0.6900000000000001,0.02,0.29,66,120
4815,0.32,0.2,0.48,89,40
4816,0.77,0.02,0.2,83,50
4817,0.01,0.41000000000000003,0.5700000000000001,76,100
4818,0.44,0.21,0.35000000000000003,57,10
4819,0.17,0.4,0.43,73,80
4820,0.42,0.16,0.43,46,80
4821,0.43,0.24,0.33,72,20
4822,0.66,0.16,0.18,58,120
4823,0.32,0.08,0.59,47,70
4824,0.52,0.03,0.45,86,30
4825,0.2,0.28,0.52,97,40
4826,0.54,0.14,0.32,46,20
4827,0.34,0.3,0.35000000000000003,59,130
4828,0.13,0.07,0.8,58,120
4829,0.63,0.01,0.36,87,10
4830,0.47000000000000003,0.01,0.52,56,40
4831,0.19,0.28,0.53,75,20
4832,0.36,0.0,0.64,91,70
4833,0.07,0.27,0.67,100,50
4834,0.71,0.09,0.2,57,10
4835,0.04,0.5,0.46,57,40
4836,0.17,0.23,0.6,99,70
4837,0.34,0.44,0.22,48,30
4838,0.09,0.46,0.45,97,40
4839,0.62,0.33,0.04,70,50
4840,0.25,0.33,0.42,52,100
4841,0.56,0.33,0.12,75,120
4842,0.56,0.25,0.19,62,120
4843,0.54,0.38,0.08,83,110
4844,0.38,0.26,0.36,57,40
4845,0.11,0.41000000000000003,0.48,59,10
4846,0.51,0.15,0.34,64,20
4847,0.44,0.21,0.35000000000000003,58,130
4848,0.43,0.18,0.39,51,40
4849,0.7000000000000001,0.14,0.16,87,20
4850,0.02,0.31,0.67,63,60
4851,0.29,0.31,0.4,80,40
4852,0.47000000000000003,0.33,0.21,69,130
4853,0.19,0.44,0.37,64,70
4854,0.16,0.18,0.65,73,120
4855,0.72,0.19,0.08,74,10
4856,0.31,0.22,0.47000000000000003,68,80
4857,0.22,0.31,0.47000000000000003,72,50
4858,0.47000000000000003,0.05,0.48,42,90
4859,0.37,0.32,0.32,102,80
4860,0.35000000000000003,0.26,0.39,83,10
4861,0.29,0.12,0.59,43,40
4862,0.09,0.27,0.64,85,120
4863,0.38,0.16,0.46,61,60
4864,0.26,0.3,0.44,93,90
4865,0.3,0.42,0.28,68,70
4866,0.07,0.02,0.91,52,20
4867,0.19,0.24,0.5700000000000001,65,20
4868,0.53,0.13,0.34,74,80
4869,0.38,0.23,0.4,45,20
4870,0.53,0.33,0.14,72,40
4871,0.08,0.0,0.92,107,120
4872,0.5,0.09,0.42,87,80
4873,0.37,0.15,0.48,51,100
4874,0.36,0.0,0.64,77,50
4875,0.3,0.27,0.44,64,20
4876,0.59,0.16,0.25,44,110
4877,0.37,0.23,0.4,75,60
4878,0.2,0.16,0.65,83,80
4879,0.61,0.36,0.03,89,60
4880,0.55,0.29,0.16,99,80
4881,0.37,0.4,0.22,82,50
4882,0.11,0.34,0.55,60,90
4883,0.25,0.26,0.48,64,130
4884,0.72,0.26,0.02,50,90
4885,0.27,0.08,0.65,104,50
4886,0.12,0.5700000000000001,0.31,100,110
4887,0.28,0.29,0.43,68,110
4888,0.51,0.24,0.25,44,120
4889,0.51,0.35000000000000003,0.15,103,120
4890,0.41000000000000003,0.19,0.4,42,60
4891,0.55,0.12,0.33,91,110
4892,0.52,0.09,0.39,84,20
4893,0.26,0.07,0.68,102,40
4894,0.43,0.15,0.43,47,80
4895,0.76,0.19,0.05,63,100
4896,0.26,0.45,0.28,42,30
4897,0.17,0.33,0.49,109,80
4898,0.54,0.29,0.17,77,90
4899,0.62,0.16,0.22,91,20
4900,0.51,0.45,0.04,103,110
4901,0.18,0.3,0.51,41,80
4902,0.29,0.2,0.5,55,50
4903,0.59,0.29,0.12,56,120
4904,0.37,0.3,0.34,76,10
4905,0.22,0.59,0.19,67,60
4906,0.74,0.14,0.12,86,40
4907,0.39,0.3,0.31,88,110
4908,0.03,0.42,0.54,67,40
4909,0.48,0.25,0.28,60,10
4910,0.61,0.14,0.25,40,130
4911,0.12,0.45,0.43,66,50
4912,0.42,0.3,0.29,85,80
4913,0.15,0.14,0.71,65,90
4914,0.22,0.34,0.44,43,110
4915,0.24,0.5,0.27,67,80
4916,0.84,0.14,0.02,92,60
4917,0.48,0.2,0.32,43,120
4918,0.62,0.31,0.07,84,40
4919,0.53,0.1,0.37,106,70
4920,0.21,0.24,0.55,77,80
4921,0.25,0.44,0.31,83,50
4922,0.66,0.14,0.21,95,120
4923,0.05,0.12,0.8300000000000001,92,60
4924,0.91,0.03,0.06,87,20
4925,0.12,0.26,0.61,77,50
4926,0.58,0.33,0.09,69,130
4927,0.32,0.42,0.26,99,40
4928,0.23,0.17,0.6,94,70
4929,0.25,0.26,0.49,69,50
4930,0.34,0.28,0.37,77,50
4931,0.12,0.26,0.62,64,30
4932,0.5,0.04,0.46,48,70
4933,0.26,0.48,0.26,94,30
4934,0.36,0.23,0.4,93,90
4935,0.45,0.45,0.1,77,20
4936,0.71,0.0,0.29,53,30
4937,0.5700000000000001,0.39,0.04,106,40
4938,0.84,0.15,0.01,110,50
4939,0.5700000000000001,0.37,0.06,64,20
4940,0.38,0.14,0.48,72,10
4941,0.23,0.43,0.34,56,70
4942,0.6900000000000001,0.05,0.26,78,50
4943,0.44,0.1,0.47000000000000003,49,90
4944,0.45,0.17,0.38,66,90
4945,0.23,0.09,0.67,103,40
4946,0.35000000000000003,0.27,0.38,64,20
4947,0.55,0.44,0.01,56,80
4948,0.41000000000000003,0.34,0.24,70,50
4949,0.41000000000000003,0.28,0.31,87,100
4950,0.6,0.22,0.18,87,20
4951,0.39,0.33,0.28,82,80
4952,0.55,0.4,0.04,67,100
4953,0.54,0.4,0.06,65,110
4954,0.19,0.52,0.3,105,80
4955,0.3,0.31,0.38,103,100
4956,0.41000000000000003,0.35000000000000003,0.24,83,60
4957,0.52,0.1,0.38,53,110
4958,0.46,0.38,0.16,72,80
4959,0.29,0.04,0.67,106,120
4960,0.44,0.26,0.3,72,60
4961,0.52,0.13,0.35000000000000003,49,70
4962,0.09,0.14,0.78,74,110
4963,0.34,0.08,0.59,40,10
4964,0.46,0.38,0.16,69,20
4965,0.14,0.46,0.39,76,90
4966,0.54,0.08,0.38,92,30
4967,0.15,0.09,0.75,93,20
4968,0.18,0.55,0.27,63,40
4969,0.42,0.25,0.33,102,120
4970,0.6900000000000001,0.1,0.21,90,80
4971,0.7000000000000001,0.05,0.26,42,70
4972,0.11,0.38,0.52,74,120
4973,0.21,0.41000000000000003,0.38,82,70
4974,0.1,0.2,0.7000000000000001,103,100
4975,0.53,0.22,0.25,68,20
4976,0.38,0.09,0.53,63,30
4977,0.02,0.31,0.67,108,10
4978,0.35000000000000003,0.13,0.52,82,50
4979,0.29,0.06,0.65,46,110
4980,0.32,0.34,0.34,63,120
4981,0.43,0.43,0.15,94,90
4982,0.62,0.36,0.02,95,100
4983,0.36,0.33,0.31,91,40
4984,0.52,0.16,0.32,69,10
4985,0.46,0.23,0.32,106,60
4986,0.13,0.27,0.6,63,40
4987,0.78,0.2,0.02,57,30
4988,0.53,0.23,0.24,102,50
4989,0.36,0.25,0.39,55,120
4990,0.35000000000000003,0.17,0.48,70,10
4991,0.21,0.5700000000000001,0.22,67,60
4992,0.43,0.24,0.33,43,70
4993,0.51,0.3,0.18,87,40
4994,0.46,0.22,0.32,109,120
4995,0.64,0.35000000000000003,0.01,92,20
4996,0.18,0.34,0.48,93,70
4997,0.28,0.1,0.63,58,80
4998,0.46,0.12,0.41000000000000003,72,110
4999,0.4,0.22,0.39,46,70
5000,0.08,0.24,0.68,104,40
5001,0.17,0.37,0.46,88,120
5002,0.39,0.36,0.25,74,110
5003,0.7000000000000001,0.03,0.27,67,10
5004,0.14,0.37,0.5,47,50
5005,0.01,0.22,0.77,91,50
5006,0.39,0.19,0.42,104,90
5007,0.33,0.18,0.49,60,50
5008,0.4,0.36,0.24,103,120
5009,0.56,0.42,0.02,84,30
5010,0.46,0.09,0.45,58,60
5011,0.08,0.35000000000000003,0.5700000000000001,103,10
5012,0.54,0.06,0.4,68,120
5013,0.27,0.02,0.72,58,100
5014,0.53,0.24,0.23,106,50
5015,0.29,0.25,0.45,50,90
5016,0.67,0.0,0.33,50,20
5017,0.39,0.17,0.45,57,130
5018,0.35000000000000003,0.22,0.43,99,20
5019,0.36,0.25,0.39,86,80
5020,0.33,0.12,0.54,86,120
5021,0.39,0.47000000000000003,0.15,79,20
5022,0.31,0.01,0.67,71,70
5023,0.27,0.27,0.46,68,80
5024,0.48,0.24,0.28,77,40
5025,0.24,0.56,0.2,62,110
5026,0.5700000000000001,0.41000000000000003,0.02,70,110
5027,0.1,0.3,0.61,89,20
5028,0.24,0.46,0.29,102,20
5029,0.35000000000000003,0.25,0.4,102,50
5030,0.53,0.08,0.4,71,90
5031,0.42,0.07,0.51,62,40
5032,0.23,0.23,0.54,96,50
5033,0.16,0.07,0.77,71,40
5034,0.33,0.28,0.39,83,50
5035,0.4,0.12,0.48,109,40
5036,0.28,0.45,0.27,93,90
5037,0.32,0.16,0.51,42,30
5038,0.72,0.05,0.23,85,100
5039,0.08,0.53,0.39,49,110
5040,0.24,0.25,0.52,72,10
5041,0.47000000000000003,0.5,0.02,106,90
5042,0.11,0.24,0.64,82,120
5043,0.36,0.21,0.43,105,100
5044,0.52,0.45,0.02,81,110
5045,0.3,0.24,0.46,46,80
5046,0.46,0.04,0.5,98,100
5047,0.27,0.26,0.47000000000000003,88,20
5048,0.3,0.31,0.39,91,40
5049,0.45,0.14,0.41000000000000003,79,20
5050,0.62,0.04,0.35000000000000003,89,100
5051,0.29,0.27,0.44,65,130
5052,0.68,0.32,0.0,101,60
5053,0.43,0.23,0.34,86,50
5054,0.08,0.37,0.55,49,90
5055,0.4,0.32,0.28,69,100
5056,0.22,0.34,0.44,75,110
5057,0.2,0.23,0.5700000000000001,42,70
5058,0.23,0.27,0.49,95,60
5059,0.39,0.08,0.53,77,20
5060,0.16,0.49,0.35000000000000003,62,120
5061,0.37,0.37,0.26,100,30
5062,0.51,0.26,0.23,110,40
5063,0.1,0.53,0.37,66,10
5064,0.49,0.32,0.19,72,40
5065,0.54,0.31,0.15,89,100
5066,0.53,0.47000000000000003,0.0,93,10
5067,0.39,0.17,0.44,44,30
5068,0.35000000000000003,0.14,0.51,66,70
5069,0.48,0.02,0.5,65,50
5070,0.64,0.12,0.25,49,30
5071,0.38,0.06,0.56,101,80
5072,0.46,0.3,0.25,82,110
5073,0.31,0.54,0.15,103,120
5074,0.53,0.42,0.05,58,130
5075,0.18,0.2,0.63,106,120
5076,0.48,0.18,0.34,103,20
5077,0.44,0.09,0.47000000000000003,100,70
5078,0.48,0.04,0.48,73,110
5079,0.4,0.22,0.38,73,40
5080,0.36,0.54,0.1,57,80
5081,0.52,0.22,0.26,75,30
5082,0.28,0.59,0.14,42,40
5083,0.37,0.28,0.34,43,20
5084,0.14,0.31,0.56,46,80
5085,0.61,0.31,0.08,62,30
5086,0.48,0.13,0.39,41,80
5087,0.4,0.28,0.32,60,50
5088,0.12,0.49,0.39,101,60
5089,0.38,0.34,0.28,92,20
5090,0.61,0.17,0.22,82,110
5091,0.88,0.08,0.04,58,10
5092,0.03,0.11,0.87,86,90
5093,0.6,0.32,0.08,45,10
5094,0.61,0.28,0.1,109,110
5095,0.24,0.28,0.48,72,90
5096,0.23,0.19,0.58,100,60
5097,0.28,0.46,0.26,75,100
5098,0.4,0.52,0.07,92,70
5099,0.07,0.28,0.65,99,60
5100,0.26,0.11,0.63,110,80
5101,0.15,0.19,0.66,89,120
5102,0.56,0.34,0.1,104,100
5103,0.23,0.0,0.77,82,100
5104,0.02,0.46,0.53,87,30
5105,0.53,0.41000000000000003,0.06,54,70
5106,0.59,0.25,0.17,87,50
5107,0.22,0.3,0.48,90,130
5108,0.36,0.21,0.43,50,110
5109,0.16,0.33,0.51,104,110
5110,0.02,0.41000000000000003,0.5700000000000001,56,60
5111,0.68,0.07,0.25,101,100
5112,0.6900000000000001,0.13,0.18,61,100
5113,0.64,0.18,0.19,44,110
5114,0.37,0.05,0.58,106,70
5115,0.4,0.26,0.34,64,90
5116,0.4,0.56,0.04,103,100
5117,0.6,0.29,0.11,79,40
5118,0.14,0.06,0.79,66,60
5119,0.53,0.12,0.34,61,20
5120,0.19,0.47000000000000003,0.34,57,60
5121,0.8200000000000001,0.08,0.1,71,30
5122,0.41000000000000003,0.38,0.21,87,120
5123,0.51,0.11,0.38,68,20
5124,0.5,0.04,0.46,91,90
5125,0.28,0.21,0.51,55,120
5126,0.6,0.27,0.14,101,80
5127,0.42,0.12,0.45,86,10
5128,0.26,0.5,0.24,51,40
5129,0.46,0.07,0.47000000000000003,87,40
5130,0.58,0.07,0.36,52,10
5131,0.05,0.18,0.77,105,40
5132,0.2,0.36,0.43,65,80
5133,0.47000000000000003,0.15,0.38,87,90
5134,0.5700000000000001,0.06,0.36,59,90
5135,0.18,0.34,0.48,78,80
5136,0.33,0.14,0.53,88,80
5137,0.32,0.29,0.4,67,120
5138,0.59,0.12,0.29,90,120
5139,0.38,0.24,0.38,68,20
5140,0.08,0.24,0.6900000000000001,60,110
5141,0.33,0.16,0.51,56,110
5142,0.56,0.23,0.21,95,90
5143,0.64,0.2,0.16,91,60
5144,0.61,0.06,0.33,68,60
5145,0.59,0.13,0.28,78,10
5146,0.45,0.03,0.52,70,120
5147,0.22,0.33,0.45,81,60
5148,0.5,0.07,0.43,70,100
5149,0.52,0.1,0.39,97,80
5150,0.78,0.03,0.19,64,50
5151,0.8,0.06,0.13,105,20
5152,0.02,0.22,0.76,76,40
5153,0.32,0.53,0.15,64,70
5154,0.11,0.49,0.41000000000000003,82,40
5155,0.75,0.15,0.1,71,40
5156,0.24,0.25,0.51,65,100
5157,0.37,0.17,0.45,57,50
5158,0.29,0.23,0.48,107,10
5159,0.04,0.21,0.76,92,20
5160,0.27,0.39,0.33,63,30
5161,0.54,0.06,0.4,50,30
5162,0.08,0.33,0.59,75,120
5163,0.52,0.37,0.11,75,60
5164,0.32,0.26,0.43,68,110
5165,0.17,0.0,0.8300000000000001,76,10
5166,0.45,0.26,0.29,43,50
5167,0.44,0.43,0.14,49,80
5168,0.41000000000000003,0.17,0.41000000000000003,45,70
5169,0.37,0.07,0.56,43,60
5170,0.45,0.18,0.37,49,60
5171,0.49,0.43,0.08,89,110
5172,0.3,0.29,0.41000000000000003,65,120
5173,0.25,0.11,0.64,95,50
5174,0.25,0.3,0.45,71,30
5175,0.75,0.05,0.19,98,90
5176,0.33,0.13,0.54,72,10
5177,0.35000000000000003,0.29,0.36,52,30
5178,0.48,0.17,0.35000000000000003,83,50
5179,0.42,0.33,0.25,101,120
5180,0.33,0.2,0.47000000000000003,82,60
5181,0.64,0.19,0.17,94,50
5182,0.39,0.28,0.33,73,100
5183,0.35000000000000003,0.1,0.56,65,40
5184,0.59,0.06,0.35000000000000003,79,20
5185,0.44,0.31,0.25,91,120
5186,0.46,0.1,0.44,68,110
5187,0.5,0.15,0.35000000000000003,89,60
5188,0.31,0.18,0.51,86,50
5189,0.73,0.02,0.25,58,70
5190,0.53,0.18,0.29,69,70
5191,0.21,0.41000000000000003,0.38,58,110
5192,0.5700000000000001,0.28,0.15,70,100
5193,0.33,0.24,0.44,50,80
5194,0.71,0.11,0.18,108,20
5195,0.6,0.16,0.24,88,80
5196,0.32,0.35000000000000003,0.33,110,110
5197,0.4,0.22,0.39,88,80
5198,0.28,0.29,0.43,56,30
5199,0.58,0.07,0.35000000000000003,90,40
5200,0.22,0.24,0.54,94,70
5201,0.34,0.08,0.58,52,30
5202,0.58,0.3,0.12,95,20
5203,0.85,0.15,0.01,57,90
5204,0.34,0.28,0.38,46,40
5205,0.34,0.25,0.41000000000000003,71,130
5206,0.44,0.31,0.25,41,70
5207,0.33,0.1,0.58,48,50
5208,0.5700000000000001,0.43,0.0,53,10
5209,0.09,0.13,0.77,74,50
5210,0.21,0.21,0.58,68,90
5211,0.65,0.14,0.21,50,70
5212,0.53,0.26,0.21,74,110
5213,0.71,0.23,0.06,68,40
5214,0.16,0.35000000000000003,0.49,106,30
5215,0.32,0.46,0.22,100,110
5216,0.4,0.03,0.56,64,80
5217,0.5,0.25,0.25,58,50
5218,0.12,0.45,0.43,80,80
5219,0.17,0.58,0.26,61,110
5220,0.07,0.47000000000000003,0.46,48,20
5221,0.49,0.24,0.27,85,40
5222,0.65,0.28,0.07,59,100
5223,0.59,0.29,0.12,83,20
5224,0.48,0.17,0.35000000000000003,102,120
5225,0.25,0.29,0.47000000000000003,52,80
5226,0.13,0.01,0.87,105,60
5227,0.41000000000000003,0.33,0.26,87,40
5228,0.12,0.41000000000000003,0.47000000000000003,108,100
5229,0.34,0.39,0.27,46,90
5230,0.48,0.09,0.43,65,90
5231,0.4,0.13,0.46,62,120
5232,0.19,0.27,0.54,44,20
5233,0.01,0.54,0.46,109,110
5234,0.02,0.18,0.8,58,100
5235,0.22,0.21,0.5700000000000001,81,40
5236,0.53,0.26,0.21,52,90
5237,0.38,0.24,0.38,83,40
5238,0.34,0.25,0.42,62,10
5239,0.35000000000000003,0.25,0.4,43,60
5240,0.8,0.13,0.06,87,30
5241,0.62,0.04,0.34,41,120
5242,0.46,0.0,0.54,58,100
5243,0.33,0.47000000000000003,0.2,83,80
5244,0.36,0.42,0.22,80,120
5245,0.51,0.25,0.24,110,120
5246,0.7000000000000001,0.02,0.28,101,10
5247,0.41000000000000003,0.24,0.34,57,50
5248,0.27,0.14,0.6,86,10
5249,0.31,0.22,0.46,56,20
5250,0.38,0.19,0.42,96,100
5251,0.58,0.25,0.17,81,40
5252,0.63,0.29,0.08,80,20
5253,0.66,0.22,0.11,52,100
5254,0.52,0.11,0.36,54,50
5255,0.61,0.15,0.24,64,10
5256,0.0,0.38,0.62,64,70
5257,0.22,0.4,0.38,61,120
5258,0.28,0.36,0.37,86,40
5259,0.45,0.1,0.45,94,20
5260,0.62,0.07,0.31,47,20
5261,0.34,0.29,0.37,104,80
5262,0.3,0.2,0.49,65,40
5263,0.09,0.26,0.65,73,80
5264,0.06,0.12,0.8200000000000001,42,80
5265,0.67,0.08,0.26,106,30
5266,0.46,0.12,0.42,78,80
5267,0.23,0.41000000000000003,0.36,68,60
5268,0.12,0.54,0.34,90,100
5269,0.5,0.1,0.4,59,100
5270,0.56,0.18,0.26,58,90
5271,0.35000000000000003,0.23,0.42,102,80
5272,0.6900000000000001,0.16,0.15,106,100
5273,0.08,0.12,0.8,46,10
5274,0.5,0.16,0.35000000000000003,103,100
5275,0.42,0.28,0.3,110,60
5276,0.8,0.07,0.13,74,110
5277,0.38,0.34,0.28,43,100
5278,0.17,0.35000000000000003,0.49,75,50
5279,0.06,0.04,0.9,101,110
5280,0.6,0.05,0.35000000000000003,105,10
5281,0.04,0.21,0.75,58,40
5282,0.14,0.46,0.4,95,90
5283,0.54,0.18,0.28,106,20
5284,0.27,0.32,0.4,107,110
5285,0.22,0.22,0.56,96,90
5286,0.23,0.22,0.55,71,20
5287,0.85,0.05,0.1,53,100
5288,0.56,0.2,0.24,99,110
5289,0.66,0.15,0.2,80,120
5290,0.41000000000000003,0.06,0.53,103,60
5291,0.54,0.4,0.06,91,80
5292,0.31,0.33,0.36,87,40
5293,0.54,0.14,0.32,87,110
5294,0.33,0.24,0.43,89,100
5295,0.75,0.19,0.07,61,110
5296,0.4,0.26,0.34,46,20
5297,0.53,0.28,0.19,73,90
5298,0.66,0.13,0.22,72,70
5299,0.41000000000000003,0.21,0.38,73,100
5300,0.02,0.22,0.76,84,40
5301,0.43,0.43,0.14,52,50
5302,0.24,0.1,0.66,63,90
5303,0.37,0.32,0.32,53,30
5304,0.12,0.29,0.59,86,110
5305,0.03,0.58,0.39,41,80
5306,0.38,0.24,0.38,99,60
5307,0.66,0.18,0.16,78,20
5308,0.08,0.1,0.8300000000000001,95,30
5309,0.52,0.32,0.16,62,90
5310,0.32,0.39,0.29,82,60
5311,0.77,0.15,0.08,97,30
5312,0.46,0.29,0.24,102,30
5313,0.36,0.5,0.15,72,30
5314,0.39,0.34,0.28,41,40
5315,0.58,0.03,0.39,57,50
5316,0.26,0.16,0.59,47,60
5317,0.22,0.17,0.61,76,30
5318,0.51,0.02,0.47000000000000003,73,110
5319,0.64,0.1,0.26,104,10
5320,0.46,0.27,0.27,41,30
5321,0.3,0.25,0.45,43,80
5322,0.56,0.41000000000000003,0.03,58,80
5323,0.81,0.14,0.06,78,10
5324,0.52,0.05,0.44,109,130
5325,0.03,0.23,0.74,68,60
5326,0.8200000000000001,0.17,0.01,98,110
5327,0.68,0.15,0.16,97,120
5328,0.37,0.18,0.45,59,50
5329,0.26,0.29,0.45,85,50
5330,0.55,0.25,0.19,104,20
5331,0.58,0.24,0.18,99,20
5332,0.24,0.43,0.33,42,110
5333,0.34,0.31,0.35000000000000003,99,70
5334,0.58,0.33,0.09,81,50
5335,0.47000000000000003,0.23,0.3,52,100
5336,0.1,0.26,0.64,48,10
5337,0.62,0.2,0.19,88,50
5338,0.2,0.25,0.55,109,110
5339,0.59,0.01,0.39,90,30
5340,0.22,0.16,0.63,106,80
5341,0.55,0.25,0.2,68,100
5342,0.37,0.26,0.37,90,30
5343,0.21,0.25,0.54,97,60
5344,0.29,0.29,0.43,95,30
5345,0.23,0.25,0.52,108,120
5346,0.4,0.24,0.36,104,110
5347,0.75,0.15,0.1,52,100
5348,0.47000000000000003,0.52,0.01,64,30
5349,0.74,0.0,0.26,45,10
5350,0.67,0.07,0.26,85,30
5351,0.56,0.33,0.11,63,60
5352,0.19,0.5,0.31,105,130
5353,0.45,0.02,0.53,54,30
5354,0.05,0.43,0.52,92,20
5355,0.23,0.3,0.48,80,90
5356,0.5,0.33,0.17,58,40
5357,0.17,0.44,0.39,55,110
5358,0.56,0.38,0.06,88,110
5359,0.37,0.23,0.4,45,40
5360,0.41000000000000003,0.24,0.35000000000000003,109,60
5361,0.42,0.3,0.28,72,30
5362,0.16,0.38,0.46,100,110
5363,0.35000000000000003,0.1,0.55,58,80
5364,0.49,0.18,0.33,105,120
5365,0.38,0.31,0.31,41,10
5366,0.03,0.42,0.55,54,110
5367,0.0,0.32,0.68,66,40
5368,0.5700000000000001,0.01,0.41000000000000003,94,120
5369,0.43,0.4,0.17,101,20
5370,0.56,0.2,0.24,91,90
5371,0.19,0.45,0.36,70,100
5372,0.73,0.25,0.02,41,60
5373,0.62,0.24,0.13,95,70
5374,0.63,0.0,0.37,61,90
5375,0.41000000000000003,0.38,0.21,72,10
5376,0.62,0.34,0.04,59,100
5377,0.58,0.3,0.11,63,100
5378,0.1,0.55,0.36,105,40
5379,0.63,0.08,0.29,72,110
5380,0.54,0.17,0.29,43,60
5381,0.35000000000000003,0.3,0.35000000000000003,70,70
5382,0.09,0.42,0.49,71,20
5383,0.36,0.32,0.31,52,40
5384,0.51,0.3,0.2,103,90
5385,0.47000000000000003,0.31,0.21,40,70
5386,0.6,0.37,0.03,109,50
5387,0.62,0.14,0.24,66,20
5388,0.8,0.02,0.17,74,130
5389,0.3,0.15,0.55,63,50
5390,0.01,0.47000000000000003,0.52,57,50
5391,0.43,0.28,0.29,80,40
5392,0.41000000000000003,0.24,0.34,62,30
5393,0.48,0.24,0.28,101,30
5394,0.43,0.45,0.12,103,20
5395,0.29,0.5700000000000001,0.14,110,50
5396,0.46,0.25,0.28,70,70
5397,0.38,0.17,0.45,53,80
5398,0.47000000000000003,0.15,0.38,71,40
5399,0.13,0.41000000000000003,0.45,103,110
5400,0.54,0.16,0.29,47,60
5401,0.3,0.08,0.63,84,120
5402,0.35000000000000003,0.29,0.36,99,70
5403,0.38,0.47000000000000003,0.15,43,60
5404,0.5,0.16,0.35000000000000003,104,110
5405,0.46,0.36,0.18,78,80
5406,0.26,0.09,0.65,77,70
5407,0.21,0.34,0.45,96,70
5408,0.56,0.44,0.0,55,80
5409,0.6,0.15,0.26,76,60
5410,0.53,0.37,0.1,103,120
5411,0.74,0.08,0.18,74,70
5412,0.44,0.27,0.29,46,50
5413,0.61,0.29,0.1,73,40
5414,0.43,0.28,0.3,79,50
5415,0.06,0.08,0.86,62,100
5416,0.18,0.3,0.51,80,80
5417,0.38,0.21,0.41000000000000003,86,10
5418,0.07,0.0,0.93,49,120
5419,0.22,0.26,0.52,98,60
5420,0.43,0.04,0.53,67,100
5421,0.45,0.05,0.5,64,20
5422,0.54,0.34,0.12,86,130
5423,0.52,0.11,0.38,46,30
5424,0.68,0.11,0.21,105,120
5425,0.5,0.1,0.41000000000000003,107,120
5426,0.48,0.1,0.42,44,40
5427,0.37,0.04,0.59,93,30
5428,0.04,0.34,0.63,58,60
5429,0.68,0.03,0.29,57,10
5430,0.19,0.23,0.58,49,30
5431,0.27,0.24,0.49,59,50
5432,0.25,0.42,0.33,103,70
5433,0.22,0.38,0.4,57,20
5434,0.34,0.32,0.35000000000000003,64,110
5435,0.17,0.59,0.24,76,20
5436,0.86,0.03,0.11,107,50
5437,0.47000000000000003,0.15,0.38,109,90
5438,0.53,0.15,0.32,76,20
5439,0.72,0.14,0.14,49,80
5440,0.41000000000000003,0.2,0.39,52,90
5441,0.28,0.22,0.5,94,110
5442,0.48,0.07,0.45,46,70
5443,0.46,0.19,0.35000000000000003,85,40
5444,0.61,0.33,0.07,100,110
5445,0.7000000000000001,0.29,0.01,108,90
5446,0.68,0.16,0.16,100,80
5447,0.68,0.14,0.18,62,30
5448,0.39,0.33,0.29,59,10
5449,0.61,0.22,0.18,101,20
5450,0.39,0.18,0.43,67,120
5451,0.36,0.17,0.46,90,130
5452,0.91,0.0,0.08,76,130
5453,0.45,0.2,0.35000000000000003,55,50
