,SMILES
4510,CCCCC(CC)COc1ccc(N=C(C)c2c(O)c3ccccc3n(CCC(C)=NO)c2=O)cc1
4511,CCCCC(CC)COc1cccc(Cc2c(O)c(O)c3c(c2O)C(=O)C(=O)C2C(C)(C)CCCC32C)c1O
4512,CCCCC(CC)COc1ccnn1Nc1ccc(N=Nc2ccc(N)cc2)cc1
4513,CCCCC(CC)COc1cnc(Nc2ccc(S(=O)(=O)c3ccccc3)cc2C)nc1
4514,CCCCC(CN=Cc1cccc(C=NCC(OCc2ccccc2N(=O)O)Oc2ccc(NN=C3C(=O)NC(=O)NC3=O)cc2)c1)OC(=O)Cn1ccccc1
4515,CCCCC(CNC(CC(C)C)C(=O)O)(Cc1csc(C(C#N)=NNc2ccc(F)cc2)n1)C(=O)c1ccc(N=O)cc1
4516,CCCCC(CNc1ccccc1N=Cc1ccccc1)(Cc1cc2ccccc2c2ccccc12)C(=O)C1CCC2C3C(=O)CC4CCCCC4(C)C3CC(=O)C12C
4517,CCCCC(CNc1nc(C)c(C)o1)(CNc1nccs1)C(=O)c1csc(C(C#N)=NNc2ccccc2Cl)n1
4518,CCCCC(CSC)(CC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O)C(=O)C1CCC2C3C(=O)CC4CCCCC4(C)C3CCC12C
4519,CCCCC(Cc1csc(C(C#N)=NNc2cccc(C)c2)n1)(Cc1cnccc1C)C(=O)CC1CCCN(C)C1
4520,CCCCC1(OC2CCC3(C)C(C2)CC2(OCCO2)C2C3CCC3(C)C2CCC32OCCO2)CCN(Cn2cnc3c(N)ncnc32)CC1
4521,CCCCC1=NC2(CCCC2)C(=O)N1C(=O)C(CC(=O)C1C2C=CC1c1ccccc12)C(CC(=O)c1cc2c(cc1O)CN(C)CC2)C(=O)c1cccc(S(O)(O)O)c1
4522,CCCCC1=NC2(CCCC2)C(=O)N1C(=O)C1=C(C(=O)c2ccccc2C2(C)CCc3oc4c(Br)cc(Br)cc4c3-c3oc(C)cc32)Cc2cc3c(cc2C1)CC(C(=O)NC(CS)C(=O)O)=C(C(=O)Cc1ccccc1N(=O)O)C3
4523,CCCCC1=NC2(CCCC2)C(=O)N1C(CNOCC(C)(C)C)CC1C(=O)C2(C)CCC1C2(C)C
4524,CCCCC1=NC2(CCCC2)C(=O)N1C1(C#N)CC1(C#N)Sn1c(=O)c2c(C)noc2c2ccccc21
4525,CCCCC1=NC2(CCCC2)C(=O)N1C1CC(C)CC(C2C=Cc3ccccc3N2N=O)C1=O
4526,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)C(C(=O)CC(C)O)N(Nc1ccccc1N=Nc1ccccc1)c1ccccc1
4527,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)C(C(=O)SC(=NN)C(N)=NN)C(=O)C1C(=O)C2CCC(C)(C1=O)C2(C)C
4528,CCCCC1=NC2(CCCC2)C(=O)N1CC(=O)NN=C(C)c1c(O)c2ccccc2n(C(=O)N(C)OC)c1=O
4529,CCCCC1=NC2(CCCC2)C(=O)N1CC(c1ccccc1C#N)n1c(=O)c2c(C)nc(N)nc2c2ccccc21
4530,CCCCC1=NC2(CCCC2)C(=O)N1CC1CCC2(CC1)Cc1ccc(-c3ncco3)cc1C2
4531,CCCCC1=NC2(CCCC2)C(=O)N1CC1N=c2cc(-c3cc(N)ccc3N(=O)O)ccc2=C1c1ccccc1
4532,CCCCC1=NC2(CCCC2)C(=O)N1CCC1=N(C)c2ccc(-c3cc(Cl)ccc3Cl)cc2C1(C)C
4533,CCCCC1=NC2(CCCC2)C(=O)N1CCc1ccc(CNc2ccc(Br)cc2)c(NNC(N)=O)c1
4534,CCCCC1=NC2(CCCC2)C(=O)N1CCc1ccc2c3ccccc3c3ccccc3c2c1Cc1cc2c(cc1C)C(Cl)C2
4535,CCCCC1=NC2(CCCC2)C(=O)N1CN(C)C(=S)NO[SH](O)C(C)(C)C
4536,CCCCC1=NC2(CCCC2)C(=O)N1CNc1ccc(Nc2cn3ccccc3n2)cc1
4537,CCCCC1=NC2(CCCC2)C(=O)N1COC(C)C(=O)n1c(C)nc2ccccc2c1=O
4538,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(C#N)cc(N2N=C(C(F)(F)F)C(=NNc3cccnc3)C2=O)c1-c1ccc(C2(C)CCc3oc4ccc(Cl)cc4c3-c3oc(C)cc32)cc1
4539,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(I)c(Nc2ccc3c(c2)OCCO3)c(I)c1
4540,CCCCC1=NC2(CCCC2)C(=O)N1Cc1cc(OCC(CC)CCCC)c2ccccc2n1
4541,CCCCC1=NC2(CCCC2)C(=O)N1Cc1onc(Cc2ccc(C)cn2)c1S(O)(O)c1ccccc1
4542,CCCCC1=NC2(CCCC2)C(=O)N1OC(COC1CCC2(C)C(CCC3C4=C(CCC32)C(C)(C#Cc2ccccc2)CC4)C1)C(=O)O
4543,CCCCC1=NC2(CCCC2)C(=O)N1Oc1ccc2cc3ccc(OOS(C)(=O)=O)cc3nc2c1
4544,CCCCC1=NC2(CCCC2)C(=O)N1c1c(-c2ncnc3nccnc23)ccc(-c2nnc(S)n2N=C2C(=O)Nc3ccccc32)c1CC(F)(F)F
4545,CCCCC1=NC2(CCCC2)C(=O)N1c1cc(C2(O)CCC3(C)C4CCC5(C)C(O)CCC5C4CCC3(C)C2)c(N=C=S)cc1C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1
4546,CCCCC1=NC2(CCCC2)C(=O)N1c1cc(CC(=NO)c2ccc3ccccc3c2)c(C)c(N2C(=O)c3ccccc3C2=O)c1
4547,CCCCC1=NC2(CCCC2)C(=O)N1c1ccc2nc([SH](O)CC3(O)CCC4C5CCC6=CC(=O)CCC6(C)C5C(O)CC43C)nc2c1
4548,CCCCCC(=O)C(CC(=O)C(=O)C1CC(=O)c2ccccc21)C(CC(=O)c1ccc(N2N=N2)cc1)C(=O)C(Br)C(=O)O
4549,CCCCCC(=O)C1CNc2cc3c(cc2C1)CC(C1(O)CCC2C4CCC5=CC(=O)CCC5(C)C4(F)C(O)CC21C)CN3
4550,CCCCCC(=O)C1OC(OC2CCC3(C)C(CCC4C5CCCC5(C)CCC43)C2)C(O)C(N)C1O
4551,CCCCCC(=O)Nc1ccc(C2=NN(Nc3cccc4c(N)cccc34)C(=O)C2CNc2ccccc2N(=O)O)cc1
4552,CCCCCC(=O)SC(SN1N=C(C(F)(F)F)C(=NNc2ccncc2)C1=O)C(O)C(O)C(O)CO
4553,CCCCCC(=O)c1c(C)c(C)c(CC(=NNc2ccccc2)c2ccc3ccccc3c2)c(Br)c1C
4554,CCCCCC(=O)c1c(CC(=O)C(C#N)=NNc2ccccc2)oc2ccc(Cl)cc12
4555,CCCCCC(=O)c1cc2c(cc1Nc1c(C)cc(C)cc1C)C(=O)C2
4556,CCCCCC(=O)c1ccc2nc(Cc3ccccc3O)cc2c1
4557,CCCCCC(CCC(=O)OC(C)C)CCC(=O)C1Nc2ccc(C)cc2C1c1ccccc1
4558,CCCCCCC(=O)C(=O)C1=C(C)NC(=O)N(C=O)C1NCCN
4559,CCCCCCC(=O)C(=O)C1=C(N)OC2c3ccccc3OC2C1n1ccc2c(N)ncnc21
4560,CCCCCCC(=O)C(CC(C)C)(c1ccccc1)c1cc(O)ccc1C
4561,CCCCCCC(=O)C(O)(C(C)C(=O)Nc1cccnc1)C1OC(C(N)=O)=CCC1Br
4562,CCCCCCC(=O)C(O)(c1c(C)cc(O)nc1O)C1C(=O)NC2=C(C1=O)C(c1ccc(Br)cc1)c1c(c3ccccc3oc1=O)O2
4563,CCCCCCC(=O)C(c1nc2ccccc2s1)C1C(=O)NN=C1c1c(O)c2ccccc2n(C)c1=O
4564,CCCCCCC(=O)C1(OCCN2C(=O)c3ccccc3N(C)c3ccccc32)CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1
4565,CCCCCCC(=O)C1NC(c2nc(N)nc(Cl)c2C)CS1
4566,CCCCCCC(=O)CC(NC(O)C(C)C)C(N)=O
4567,CCCCCCC(=O)Cc1ccc(CCc2ccc(N(=O)O)cc2N)c(N)c1
4568,CCCCCCC(=O)Cc1ccc(N(O)=Nc2ccc(CCC3OCCO3)cc2)cc1
4569,CCCCCCC(=O)NC(CO)C(O)n1cnc2c(N)ncnc21
4570,CCCCCCC(=O)Nc1ccccc1Cn1cc(N(=O)O)ccc1=O
4571,CCCCCCC(=O)OC1CCC2(C)C(CCC3=C4CCC(CCN)C4(C)C(OCCCCl)CC32)C1
4572,CCCCCCC(=O)c1c(C(=O)C(N)C(C)CC)oc2ccc(C)cc12
4573,CCCCCCC(=O)c1cc(CC(S)C(=O)O)ccc1O
4574,CCCCCCC(=O)c1cc(O)c2c(=O)c(NCCCCC)c(Nc3ccc(Cl)c(Cl)c3)oc2c1
4575,CCCCCCC1(O)CCC(C)(C2C(=O)NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)C1(C)C
4576,CCCCCCC1C(O)=C(C(=O)c2nnc(S)n2N=C(C)c2ccc(C)cc2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12
4577,CCCCCCC1CC(C(C#N)C#N)N(C2NC3=C(C2=O)C(c2ccc(Br)cc2)c2c(c4ccccc4oc2=O)O3)C1
4578,CCCCCCC1CC(SC(C)(C)O)CN1NCCCCC
4579,CCCCCCCC(=O)C(=O)C1=C(C(=O)NC(C)C(=O)O)CC2=C(CC3=C(C2)CC(C(=O)c2ccc(Br)c4c(Br)cccc24)=C(C(=O)c2cc4c(cc2N(=O)O)CCC(=O)N4)C3)C1
4580,CCCCCCCC(=O)C(S)CC(C)(C)O
4581,CCCCCCCC(=O)C1=CCC(C(=O)C(=O)C(C#N)=C(SC)SC)=CC1
4582,CCCCCCCC(=O)C1C(C(=O)Oc2cc(C)ccc2C)=C(C)OC(N)=C1c1nc2ccccc2s1
4583,CCCCCCCC(=O)C1CC(SOC2=CC(=O)CC(C)(C)C2)CN1N1N=C(C(F)(F)F)C(=NNc2ccc(Br)cc2)C1=O
4584,CCCCCCCC(=O)CC(C(=O)C1OC(C)C(O)C(N)C1O)C(=O)C(O)(CC)C(O)CCC
4585,CCCCCCCC(=O)CCSc1ccc(C=CN(=O)O)cc1
4586,CCCCCCCC(=O)Cc1c(O)c(Br)c(OC2CCC3C4CCC56OC5C(=O)C=CC6(O)C4CCC23C)c(Br)c1O
4587,CCCCCCCC(=O)Cc1cc2c(cc1N)NC(c1cc(C(=S)N3CCCCC3)ccc1O)C2
4588,CCCCCCCC(=O)Cc1cc2c(cc1N=Cc1ccccc1)NC(N1N=C(c3ccc(N)cc3)CC1=O)C2
4589,CCCCCCCC(=O)Nc1c(O)ccc2cc(NC(O)CBr)ccc12
4590,CCCCCCCC(=O)OC1(NC(=O)C(Br)(CC)CC)CCC2(C)C(CCC3C4CCC(O)C4(C)CCC32)C1
4591,CCCCCCCC(=O)OC1C(CCCN)C(Nc2c(C=O)c(=O)oc3ccccc23)OC(OC(=O)C2=C(C)OCCC2)C1OC1C(=O)NC(=S)NC1=O
4592,CCCCCCCC(=O)Oc1cc(C2C=C(c3ccccc3)OC(c3ccccc3)=C2)cc(-c2ccccc2C2(C)CCc3oc4ccc(C)cc4c3-c3oc(C)cc32)c1-c1cc2c(=O)oc3ccccc3c2n(C)c1=O
4593,CCCCCCCC(=O)Oc1ccc(Nc2ccc3c(c2N)C(=O)c2ccccc2C3=O)cc1Nc1ccc(N)cc1
4594,CCCCCCCC(=O)Oc1ccc2c(=O)c(-c3cc(O)ccc3O)coc2c1
4595,CCCCCCCC(=O)c1cc(C2CC(=O)c3c(O)cc(O)cc3O2)cc2c1c(=O)n(S(=O)(=O)c1ccc(N)cc1)n2C
4596,CCCCCCCC(=O)c1cc(N(=O)O)c(N(C(=O)C(C)S)c2cc(N(=O)O)ccc2O)c(N(=O)O)c1
4597,CCCCCCCC(=O)c1cc2c(cc1C1CCCC(=NO)C1)CC2C#N
4598,CCCCCCCC(=O)c1cc2c(oc1=O)-c1ccc(-c3csc(C(C#N)=NNc4ccccc4Cl)n3)cc1CC2
4599,CCCCCCCC(=O)c1cnn(-c2cc3c(cc2O)C(C)N(C)CC3)c1
4600,CCCCCCCC(=O)n1nc(C2C=C(c3ccccc3)NC2)c2c1OC(N)=C(C#N)C2c1c(Cl)cc(Cl)cc1Cl
4601,CCCCCCCC(C(=O)C1=CC2(C)CCC1C2(C)C)C(=NO)c1ccccc1
4602,CCCCCCCC1CCC2C3CC(ONc4ccc(C)cc4)C4(O)CC(=O)CCC4(C)C3CCC12C
4603,CCCCCCCCC(=O)C(=O)C(C(C)=O)C(C)C(C(C)=O)C(=O)C(C)C#Cc1ccccc1
4604,CCCCCCCCC(=O)C(=O)C(CC(=O)Nc1ccc(S(O)(O)c2ccc(N)cc2)cc1)C(CC(=O)n1cncn1)C(=O)NC1Cc2ccccc21
4605,CCCCCCCCC(=O)C(=O)CCC(=O)c1c(N(=O)O)cc(N(=O)O)cc1N(=O)O
4606,CCCCCCCCC(=O)C(CO)C(=O)C1CCc2ccccc2N1N=O
4607,CCCCCCCCC(=O)C(NC1C=Cc2ccccc2N1)C(=O)O
4608,CCCCCCCCC(=O)C(Oc1ccc(O)c(I)c1)C(=O)CCn1nc(C)c(C#N)c1N
4609,CCCCCCCCC(=O)C1(Br)C(=O)N(c2cc(C)nc3c(N=Nc4ccccc4Cl)c(N)nn23)N=C1C(=O)C1NC(=O)NC1=O
4610,CCCCCCCCC(=O)C1(C2CCC3C4C(O)CC5CC6(CCC5(C)C4CC(=O)C32C)OCCO6)C2CCCCCCC21
4611,CCCCCCCCC(=O)C12C(c3cc(Br)ccc3O[PH]1(O)OC(CC)C(C)(C)C(=O)O)C1(C(=O)C3=NC=NC3)C2c2cc(Br)ccc2O[PH]1(O)Oc1nnc(C)c1C
4612,CCCCCCCCC(=O)C1=C(C)NC(C)=C(C(=O)C2C(=O)NC(=S)NC2=O)C1c1ncco1
4613,CCCCCCCCC(=O)CCC(C(=O)O)C(=O)C1(C)C(C)=Nc2ccccc21
4614,CCCCCCCCC(=O)CCC(CCc1ccc2ccc3ccccc3c2c1)c1cc(=O)c2c3c(c4ccccc4c2o1)OC1CC(=O)OC31
4615,CCCCCCCCC(=O)OC(C(Cn1c(C)cc2c(c1=O)C(c1ccccc1)C(C#N)=C(N)O2)On1c(=O)c2c(c3ccccc31)NCC(C)N=C2C)C(Oc1c(C)n(C)c2ccccc12)C(COC1N(C)c2ccccc2C1(C)C)Oc1cccc(NN=C(C#N)c2nc3ccccc3s2)c1
4616,CCCCCCCCC(=O)OC1C=CC=CC=CC=CCC(C)OC(=O)C=CC2OC2CC(O)CC2(O)CC(O)C(c3cn4c5c(cc(F)cc5c3=O)CCC4C)C(C1)O2
4617,CCCCCCCCC(=O)OC1CCCCC(Oc2ccccc2C2(C)CCc3oc4ccc(Br)cc4c3-c3oc(C)cc32)C1
4618,CCCCCCCCC(=O)c1cc(N(=O)O)c(C2(O)CCC3C4CCC5CC(O)CCC5(C)C4CCC32C)cc1NC(=S)C(=NNC(=N)N)c1ccccc1
4619,CCCCCCCCC(=O)c1cc(OC2CCC3(C)C(CCC4C5CCC(=O)C5(C)CCC43)C2)sc(-c2cnc3n(C)nc(N)c-3c2=O)c1
4620,CCCCCCCCC(=O)c1ccc(C2(O)OCC(O)C(O)C2O)c(O)c1
4621,CCCCCCCCC(=O)c1ccc(C2Nc3ccccc3C2c2ccccc2)cc1Cl
4622,CCCCCCCCC(NNCCBr)C(=O)O
4623,CCCCCCCCC1NC(=S)NC(C)=C1C(=O)c1csc(C(C#N)=NNc2ccccc2Cl)n1
4624,CCCCCCCCCC(=O)C(=NNc1ccccc1N(=O)O)C(=O)C(=O)CC1(O)Cc2ccccc21
4625,CCCCCCCCCC(=O)C(=O)CC1CCC2C3C(=O)CC4CC5(CCC4(C)C3CC(=O)C12C)OCCO5
4626,CCCCCCCCCC(=O)C(C)COC(=O)n1nc(C)cc1C
4627,CCCCCCCCCC(=O)C(N#N)n1cncn1
4628,CCCCCCCCCC(=O)C(NNC1CCc2ccccc2N(CC(=O)O)C1=O)NC(C)C
4629,CCCCCCCCCC(=O)C1CCCC(Cc2c(N)sc3c2CCCC3)=C1Cl
4630,CCCCCCCCCC(=O)CC(COc1ccccc1Cl)OC1(C)C=C(C)N=N1
4631,CCCCCCCCCC(=O)Cc1ccc(CCn2cnc3c(N)ncnc32)o1
4632,CCCCCCCCCC(=O)N(COC1CCCC1)CC(=O)C(=NNc1ccc(C)cc1)S(O)(O)c1ccccc1
4633,CCCCCCCCCC(=O)N(c1onc(C)c1C)C(C)(C)O
4634,CCCCCCCCCC(=O)Nc1c(C2C(=O)NC(=O)NC2=O)sc2sc(CC3COc4ccccc4O3)c(NCCCC34CCC(c5ccccc53)c3ccccc34)c12
4635,CCCCCCCCCC(=O)OCC(=O)n1ncc2c1NC(=O)CC=C2C
4636,CCCCCCCCCC(=O)OCCN(C1CC(OC)=CC(=O)C1C#N)C1(C)CCC2=C1CCC1C2CCC2(C)CC(O)CCC12C
4637,CCCCCCCCCC(=O)c1cc2c(cc1C1CCC3C4C(O)C(O)C5CC(O)CCC5(C)C4CC(O)C13C)CCN(C)C2CC(C)C
4638,CCCCCCCCCC(=O)c1cc2cncc(CN3C(=O)c4ccccc4S3(O)O)c2cc1O
4639,CCCCCCCCCC(=O)c1cnc(C(C)C(=O)NO)c(Cl)n1
4640,CCCCCCCCCC(=O)n1nc(C(=O)C2=C(O)c3ccccc3S(O)(O)N2C)c2c(N)ncnc21
4641,CCCCCCCCCC(CC)C(CC)OCC(Cl)(Cl)Cl
4642,CCCCCCCCCC(O)C(C)NCC(C)=NNc1ccc(N(=O)O)cc1N(=O)O
4643,CCCCCCCCCC1(N2N=C(C)C(=NNc3cccc(O)c3)C2=O)CC(ON2C(=O)CCC2=O)N(c2c(C)ccc3c2CCC2C3CCC3CCCCC32C)C1
4644,CCCCCCCCCC1=N(C)c2ccc(-c3cc(C(=S)N4CCCCC4)ccc3O)cc2C1(C)C
4645,CCCCCCCCCCC(=O)C=C1SC(Nc2cccc3c(C#N)cccc23)C(=O)N1C1OC(C(N)=O)=CC(C)C1Br
4646,CCCCCCCCCCC(=O)CNc1csc(C(C#N)=NNc2ccc(Cl)cc2Cl)n1
4647,CCCCCCCCCCC(CN=Cc1cccc(C=NCC(Oc2ccc3c(c2)C(=O)C3)C(=O)C(C#N)=NNc2ccccc2N(=O)O)c1)C(=O)C(C)N
4648,CCCCCCCCCCC(c1cc(I)ccc1O)c1ccc2c3c(ccc(N(=O)O)c13)CC2
4649,CCCCCCCCCCC1OC(C(=O)C2=C(C)OCCS2(=O)=O)C1=O
4650,CCCCCCCCCCCC(=NNc1ccccc1)C(CCC1=N(C)c2ccccc2C1(C)C)=NNc1ccccc1
4651,CCCCCCCCCCCC(=O)C(c1ccccc1-c1cc(C)nc2c(N=Nc3ccc4ccccc4c3)c(N)nn12)C1N=c2ccccc2=C1C
4652,CCCCCCCCCCCC(=O)C1(CC(=O)CC(C)(C)C)CCC(=O)O1
4653,CCCCCCCCCCCC(=O)C1C2CCC(c3ncc4nccnc4n3)C2(C)CCC1C1(C)CCCCC1C1CCC2C3CCC4CCCCC4(C)C3CC(=O)C21C
4654,CCCCCCCCCCCC(=O)C1CCC(C2(OC3CCC4(C)C(=CCC5C6CC(C)C(=O)C6(C)CCC54)C3)C(=O)NC(=O)NC2=O)CC1
4655,CCCCCCCCCCCC(=O)C1OC(On2c(=O)c(C(C)=Nc3c(O)ccc4ccccc34)c(O)c3ccccc32)C(OC(=O)C(=NNc2cccnc2)C(=O)C(F)(F)F)C(OC(=O)CC(C)C)C1C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C
4656,CCCCCCCCCCCC(=O)CC(=NO)C(Cc1c(C)ccc2c1CCC1C2CCC2CCCCC21C)=NO
4657,CCCCCCCCCCCC(=O)CC1OC(C)(C)OC1CNCC(=O)O
4658,CCCCCCCCCCCC(=O)CCC(O)(Nc1ccccc1NNc1ccccc1)c1nnc2n1NCS2
4659,CCCCCCCCCCCC(=O)N1C(=O)C2ON=C(C(=O)C(C)(C)O)C2C1=O
4660,CCCCCCCCCCCC(=O)Nc1cc(NC(=O)CN(=O)O)c(Cc2nc3ccccc3s2)cc1C1(O)CCC2(O)C3CCC4=CC(=O)CCC4(C)C3CCC12C
4661,CCCCCCCCCCCC(=O)Nc1nc(Cl)nc(NOC(C)CCC)n1
4662,CCCCCCCCCCCC(=O)OC1C(OC(=O)C(C)=NNC(N)=O)C(C(C)CC)C(CC2CCc3c(c4ccccc4n3C)C2=O)OC1N1c2cc3nc(C)cc3cc2CC1C
4663,CCCCCCCCCCCC(=O)OC1OCC2(C)CCCC13C2CC(On1nc2ccccc2n1)C12C(=O)C(C)C(CC(Oc4ccc5cc(N(=O)O)ccc5c4)C31)C2OC1(C2=CC3CCC(C2)C3)C(=O)NC(=O)NC1=O
4664,CCCCCCCCCCCC(=O)c1cc(-c2ccc(C#N)cc2)c(O)c(CCCCCCC)c1O
4665,CCCCCCCCCCCC(=O)c1cc(Cc2cc(C)nc3c(N=Nc4ccc(Cl)cc4Cl)c(N)nn23)cc(C2Oc3c(Cl)c(Cl)c(Cl)c(Cl)c3O2)c1N(CP(c1ccccc1)c1ccccc1)CP(c1ccccc1)c1ccccc1
4666,CCCCCCCCCCCC(=O)c1oc2cc(Oc3ccc(Cl)cc3)cc(O)c2c(=O)c1O
4667,CCCCCCCCCCCCC(=O)Nc1ccccc1N=Cc1ccccc1
4668,CCCCCCCCCCCCC(C(=O)NN)C(=O)C1=C(C(=O)n2cnc3c2c(=O)n(C)c(=O)n3C)Cc2cc3c(cc2C1)CC(C(=O)c1cc(N=Nc2ccc(N)cc2)c(C)cc1N=Nc1ccc(N)cc1)=C(C(=O)CC(CC(C)C)=NNC(N)=O)C3
4669,CCCCCCCCCCCCC(C(=O)NN)C(=O)C1=C(C)NC(=O)NC1C1NC(=O)NC(C)=C1C(N)=O
4670,CCCCCCCCCCCCC(C(=O)NN)C(=O)C1=CCC2c3c(c4ccccc4n31)CCN2c1ccc(N(Nc2ccccc2)C(C)=O)cc1
4671,CCCCCCCCCCCCC(C(=O)NN)C1C(C2(C)CCCCC2N2N=C(C)C(=NNc3ccc(Cl)cc3Cl)C2=O)CCC2(C)C1CCC2C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C
4672,CCCCCCCCCCCCC(C(=O)NN)C1CC(NCCCCC)C1=O
4673,CCCCCCCCCCCCC(C(=O)NN)N(CC(=O)c1oc2c(c3c(c4ccccc42)OC2CC(=O)OC32)c(=O)c1[Si](C)(C)C)CC(=O)n1cnc2c(N)ncnc21
4674,CCCCCCCCCCCCC(C(=O)NN)c1cn(C)c2ccc(NOCCCBr)cc12
4675,CCCCCCCCCCCCC(Nc1cc(NNc2ccc(S(N)(=O)=O)cc2)c(Cn2c(=S)sc3ccccc32)c(NS(=O)(=O)c2ccc(N)cc2)c1Cc1csc(C(C#N)=NNc2cc(Cl)c(Cl)cc2Cl)n1)C(=O)NN
4676,CCCCCCCCCCCCC(OC(=O)C(=S)N(C)C(=O)C(=NNc1ccc(C)cc1)S(O)(O)c1ccccc1)C(=O)NN
4677,CCCCCCCCCCCCC(OC(Br)C(=O)C(=O)C(Br)c1c(C)ccc2c1CCC1C2CCC2CCCCC21C)C(=O)NN
4678,CCCCCCCCCCCCC(OC(c1nnc2sc(=S)nn12)[SH](O)CC(N)=O)C(=O)NN
4679,CCCCCCCCCCCCC(OC1(c2ccc3c(c2)c2c4n3CCN(C)C4=NCC2)CCC2(C)C(CCC3C4CCCC4(C)CCC32)C1)C(=O)NN
4680,CCCCCCCCCCCCC(OC1COC2C1OCC2n1ncc2c(C)cc(C)nc21)C(=O)NN
4681,CCCCCCCCCCCCC(OCN(NC=C(C#N)c1ccccc1)N1C(=O)C2(CCCC2)N=C1CCCC)C(=O)NN
4682,CCCCCCCCCCCCC(OCc1cc(CC2CC(=NO)c3cnccc3C2)c(-c2cc(C)nc3c(N=Nc4c(Cl)cc(Cl)cc4Cl)c(N)nn23)cc1-c1ccc(C)c(O)c1)C(=O)NN
4683,CCCCCCCCCCCCC(ON(C1CCN(C)CC1)N1(C)CCCC1)C(=O)NN
4684,CCCCCCCCCCCCC(ON1C(=C(C(=O)Nc2ccc(C=O)cc2)C(=O)c2nc3ccccc3nc2C)SC2=C1C(=O)c1ccccc1C2=O)C(=O)NN
4685,CCCCCCCCCCCCC(OOC1C(OC2C=CC(C)=C(C=NO)C2=O)OC(c2cncn2)C(O)C1O)C(=O)NN
4686,CCCCCCCCCCCCC(OOC1CCC2(C)C(C=CC3C2CC(OC(O)(CC)C(O)CCC)C2(C)C3CCC2n2nc(Cl)c(C=O)c2=O)C1)C(=O)NN
4687,CCCCCCCCCCCCC(OOc1c(O)c(-c2ccccc2O)cc2c1C(CC(C)C)N(C)CC2)C(=O)NN
4688,CCCCCCCCCCCCC(Oc1c(-c2c(C)c3ccccc3n2C)oc2cc(ONS(=O)(=O)c3ccc(Cl)cc3)cc(OC3CC(=O)CC(=O)C3C#N)c2c1=O)C(=O)NN
4689,CCCCCCCCCCCCC(Oc1cc(CNc2cccc3c(N(=O)O)cccc23)c(OC2CCC3C4C(C)CC5CC(=O)CCC5(C)C4CCC23C)c(C)c1O)C(=O)NN
4690,CCCCCCCCCCCCC(Oc1cc(Nc2ccc(N=Nc3sc(C(C#N)=NNc4ccc(F)cc4)nc3C)cc2)c(C(=O)NN)cc1NC(=O)C(C)(C)S)C(=O)NN
4691,CCCCCCCCCCCCC(Oc1nc2cc(-c3ccc(S(C)(O)O)cc3)ccc2s1)C(=O)NN
4692,CCCCCCCCCCCCC(Oc1oc2c(N(=O)O)cccc2c1OC1CCC2(C)C(CC(=O)C3C4CCC(=O)C4(C)CCC32)C1)C(=O)NN
4693,CCCCCCCCCCCCC(On1ncc(NS(O)(O)c2ccc(N)cc2)c1C=COC1CCC2C3C(=O)CC4CC(O)CCC4(C)C3CC(O)C12C)C(=O)NN
4694,CCCCCCCCCCCCC(On1nccc1Nc1ccccc1Cl)C(=O)NN
4695,CCCCCCCCCCCCC(c1cc(O)cc(O)c1)c1cc(N(=O)O)cc(Br)c1O
4696,CCCCCCCCCCCCC(c1ccc(O)cc1)c1cc2c(=O)oc3ccccc3c2nc1N
4697,CCCCCCCCCCCCCC1=N(C)c2ccc(-c3c(C=O)c(=O)oc4ccccc34)cc2C1(C)C
4698,CCCCCCCCCCCCCCCCCC(=O)C(=O)C(COc1ccc(Cl)cc1C)C(C)=O
4699,CCCCCCCCCCCCCCCCCC(=O)C(=O)Cc1ccc2ccccc2c1O
4700,CCCCCCCCCCCCCCCCCC(=O)C(=O)N=c1sc(NC(CCC(N)=O)C(=O)O)nn1ON1C(=O)CCC1=O
4701,CCCCCCCCCCCCCCCCCC(=O)C(=O)n1nc(C)cc1CC1SCC(C)S1
4702,CCCCCCCCCCCCCCCCCC(=O)C(C)(NC(CO)C(=O)O)C(=O)O
4703,CCCCCCCCCCCCCCCCCC(=O)C(CCO)(OC1C=Cc2ccccc2N1)C(C)CCc1cccc2ccccc12
4704,CCCCCCCCCCCCCCCCCC(=O)C(CN=Cc1cccc(C=NCC(Cc2c(F)cccc2Cl)OC2=CC(c3ccccc3)c3ccccc32)c1)C1C(=O)N2C(N(C)C)=Nc3ccc(C)cc3N2C1=O
4705,CCCCCCCCCCCCCCCCCC(=O)C1Cc2cc(C(=O)NN=C(C)c3ccco3)c(N=Cc3ccccc3)cc2N1
