index,raw material 1,raw material 2,raw material 3,temperature,time
5578,0.29,0.28,0.43,78.0,40.0
5579,0.56,0.16,0.28,50.0,40.0
5580,0.23,0.39,0.39,85.0,40.0
5581,0.28,0.33,0.4,91.0,100.0
5582,0.4,0.28,0.32,84.0,90.0
5583,0.43,0.26,0.31,72.0,80.0
5584,0.64,0.15,0.21,47.0,110.0
5585,0.37,0.3,0.34,105.0,10.0
5586,0.46,0.36,0.18,98.0,120.0
5587,0.43,0.07,0.51,82.0,80.0
5588,0.32,0.48,0.2,49.0,50.0
5589,0.34,0.15,0.51,92.0,30.0
5590,0.3,0.29,0.41000000000000003,55.0,60.0
5591,0.39,0.05,0.56,101.0,20.0
5592,0.12,0.25,0.63,41.0,70.0
5593,0.37,0.25,0.38,101.0,10.0
5594,0.26,0.25,0.49,66.0,10.0
5595,0.2,0.14,0.66,88.0,10.0
5596,0.4,0.17,0.43,53.0,80.0
5597,0.46,0.25,0.29,106.0,20.0
5598,0.41000000000000003,0.21,0.38,73.0,10.0
5599,0.65,0.12,0.23,54.0,100.0
5600,0.01,0.3,0.6900000000000001,75.0,20.0
5601,0.27,0.36,0.36,71.0,90.0
5602,0.43,0.43,0.13,77.0,40.0
5603,0.33,0.26,0.41000000000000003,75.0,20.0
5604,0.44,0.09,0.47000000000000003,92.0,80.0
5605,0.33,0.53,0.15,50.0,70.0
5606,0.25,0.22,0.53,102.0,30.0
5607,0.9400000000000001,0.03,0.04,68.0,100.0
5608,0.06,0.25,0.68,57.0,40.0
5609,0.36,0.06,0.58,66.0,80.0
5610,0.8,0.07,0.13,66.0,10.0
5611,0.53,0.05,0.42,54.0,100.0
5612,0.31,0.03,0.66,87.0,70.0
5613,0.7000000000000001,0.25,0.05,43.0,30.0
5614,0.45,0.06,0.48,43.0,80.0
5615,0.43,0.33,0.24,50.0,80.0
5616,0.45,0.12,0.43,85.0,80.0
5617,0.18,0.34,0.48,57.0,130.0
5618,0.56,0.38,0.06,66.0,80.0
5619,0.49,0.07,0.44,109.0,110.0
5620,0.34,0.28,0.38,84.0,90.0
5621,0.5,0.28,0.22,42.0,80.0
5622,0.13,0.18,0.6900000000000001,59.0,10.0
5623,0.0,0.49,0.51,52.0,30.0
5624,0.47000000000000003,0.2,0.33,101.0,90.0
5625,0.08,0.32,0.6,57.0,20.0
5626,0.02,0.45,0.53,95.0,120.0
5627,0.42,0.09,0.49,88.0,30.0
5628,0.21,0.37,0.42,55.0,130.0
5629,0.42,0.17,0.41000000000000003,108.0,80.0
5630,0.23,0.28,0.49,82.0,100.0
5631,0.22,0.51,0.27,43.0,100.0
5632,0.31,0.34,0.35000000000000003,103.0,10.0
5633,0.48,0.38,0.14,66.0,30.0
5634,0.22,0.04,0.74,70.0,100.0
5635,0.39,0.23,0.38,47.0,90.0
5636,0.58,0.02,0.4,87.0,110.0
5637,0.37,0.24,0.39,102.0,20.0
5638,0.48,0.26,0.26,63.0,120.0
5639,0.61,0.01,0.38,51.0,50.0
5640,0.42,0.4,0.18,74.0,40.0
5641,0.43,0.12,0.44,56.0,70.0
5642,0.4,0.22,0.38,92.0,40.0
5643,0.23,0.35000000000000003,0.42,96.0,120.0
5644,0.35000000000000003,0.02,0.64,86.0,100.0
5645,0.76,0.12,0.12,49.0,70.0
5646,0.56,0.2,0.24,106.0,40.0
5647,0.66,0.14,0.2,84.0,90.0
5648,0.47000000000000003,0.21,0.32,87.0,90.0
5649,0.31,0.36,0.34,91.0,10.0
5650,0.54,0.06,0.4,68.0,100.0
5651,0.32,0.27,0.41000000000000003,78.0,110.0
5652,0.15,0.3,0.54,55.0,20.0
5653,0.36,0.27,0.36,80.0,70.0
5654,0.28,0.25,0.47000000000000003,71.0,80.0
5655,0.52,0.0,0.48,95.0,110.0
5656,0.31,0.47000000000000003,0.22,45.0,60.0
5657,0.31,0.06,0.63,53.0,10.0
5658,0.62,0.11,0.27,80.0,110.0
5659,0.61,0.16,0.23,90.0,50.0
5660,0.68,0.16,0.16,99.0,100.0
5661,0.77,0.04,0.19,70.0,20.0
5662,0.56,0.05,0.39,80.0,100.0
5663,0.16,0.28,0.56,46.0,20.0
5664,0.13,0.36,0.51,108.0,90.0
5665,0.23,0.33,0.45,83.0,10.0
5666,0.44,0.17,0.39,46.0,70.0
5667,0.67,0.22,0.11,64.0,100.0
5668,0.53,0.33,0.14,90.0,90.0
5669,0.36,0.22,0.42,106.0,80.0
5670,0.28,0.27,0.45,52.0,60.0
5671,0.18,0.53,0.3,80.0,90.0
5672,0.42,0.28,0.3,107.0,50.0
5673,0.31,0.38,0.31,61.0,120.0
5674,0.26,0.14,0.6,68.0,110.0
5675,0.68,0.19,0.13,67.0,30.0
5676,0.02,0.3,0.6900000000000001,58.0,30.0
5677,0.04,0.33,0.63,95.0,20.0
5678,0.33,0.29,0.37,103.0,110.0
5679,0.45,0.19,0.36,105.0,20.0
5680,0.29,0.35000000000000003,0.35000000000000003,63.0,80.0
5681,0.01,0.3,0.68,52.0,100.0
5682,0.06,0.23,0.71,103.0,50.0
5683,0.38,0.24,0.39,103.0,10.0
5684,0.24,0.49,0.27,91.0,60.0
5685,0.31,0.25,0.44,61.0,10.0
5686,0.5,0.35000000000000003,0.16,56.0,20.0
5687,0.47000000000000003,0.3,0.23,53.0,100.0
5688,0.34,0.08,0.59,54.0,70.0
5689,0.22,0.41000000000000003,0.38,100.0,20.0
5690,0.45,0.19,0.36,92.0,10.0
5691,0.27,0.36,0.37,79.0,20.0
5692,0.51,0.21,0.28,90.0,120.0
5693,0.45,0.26,0.29,87.0,90.0
5694,0.47000000000000003,0.19,0.35000000000000003,79.0,50.0
5695,0.42,0.3,0.27,67.0,110.0
5696,0.11,0.41000000000000003,0.48,84.0,90.0
5697,0.26,0.3,0.44,95.0,30.0
5698,0.53,0.44,0.04,105.0,40.0
5699,0.61,0.39,0.0,42.0,110.0
5700,0.35000000000000003,0.46,0.19,63.0,100.0
5701,0.52,0.27,0.21,73.0,40.0
5702,0.22,0.28,0.49,100.0,50.0
5703,0.12,0.59,0.28,44.0,20.0
5704,0.19,0.09,0.72,78.0,90.0
5705,0.32,0.36,0.32,72.0,30.0
5706,0.17,0.23,0.6,104.0,70.0
5707,0.11,0.29,0.61,58.0,30.0
5708,0.37,0.33,0.29,97.0,20.0
5709,0.5,0.32,0.19,42.0,20.0
5710,0.53,0.02,0.45,97.0,20.0
5711,0.26,0.27,0.47000000000000003,100.0,130.0
5712,0.41000000000000003,0.16,0.44,50.0,80.0
5713,0.04,0.55,0.4,56.0,20.0
5714,0.5,0.13,0.37,58.0,70.0
5715,0.41000000000000003,0.27,0.32,92.0,120.0
5716,0.63,0.34,0.02,91.0,100.0
5717,0.45,0.12,0.43,55.0,10.0
5718,0.53,0.19,0.28,45.0,60.0
5719,0.41000000000000003,0.06,0.52,110.0,40.0
5720,0.41000000000000003,0.38,0.21,108.0,100.0
5721,0.54,0.21,0.25,93.0,70.0
5722,0.25,0.28,0.47000000000000003,76.0,110.0
5723,0.65,0.34,0.01,63.0,80.0
5724,0.26,0.19,0.55,81.0,110.0
5725,0.35000000000000003,0.4,0.25,91.0,110.0
5726,0.49,0.23,0.28,47.0,110.0
5727,0.45,0.39,0.16,64.0,130.0
5728,0.39,0.23,0.38,48.0,50.0
5729,0.43,0.34,0.22,100.0,70.0
5730,0.39,0.24,0.37,45.0,110.0
5731,0.36,0.09,0.55,107.0,80.0
5732,0.36,0.36,0.28,43.0,60.0
5733,0.38,0.33,0.28,80.0,120.0
5734,0.87,0.05,0.07,86.0,100.0
5735,0.04,0.28,0.68,46.0,60.0
5736,0.63,0.3,0.06,107.0,110.0
5737,0.4,0.45,0.15,44.0,20.0
5738,0.34,0.26,0.4,78.0,20.0
5739,0.74,0.03,0.24,50.0,20.0
5740,0.31,0.36,0.33,80.0,110.0
5741,0.11,0.42,0.47000000000000003,97.0,50.0
5742,0.25,0.44,0.3,45.0,20.0
5743,0.71,0.03,0.26,52.0,50.0
5744,0.08,0.36,0.56,45.0,110.0
5745,0.33,0.41000000000000003,0.26,47.0,110.0
5746,0.44,0.14,0.42,56.0,40.0
5747,0.8300000000000001,0.03,0.14,95.0,110.0
5748,0.37,0.23,0.39,93.0,70.0
5749,0.24,0.5,0.26,55.0,50.0
5750,0.46,0.11,0.43,53.0,90.0
5751,0.51,0.39,0.1,74.0,70.0
5752,0.24,0.1,0.66,109.0,50.0
5753,0.53,0.09,0.38,96.0,10.0
5754,0.91,0.05,0.04,47.0,30.0
5755,0.17,0.42,0.41000000000000003,76.0,120.0
5756,0.53,0.14,0.33,106.0,100.0
5757,0.46,0.1,0.44,72.0,130.0
5758,0.68,0.26,0.06,62.0,70.0
5759,0.47000000000000003,0.45,0.08,43.0,20.0
5760,0.47000000000000003,0.08,0.45,78.0,120.0
5761,0.3,0.29,0.4,60.0,90.0
5762,0.34,0.4,0.26,68.0,30.0
5763,0.03,0.4,0.5700000000000001,97.0,40.0
5764,0.41000000000000003,0.32,0.27,51.0,90.0
5765,0.27,0.01,0.72,40.0,90.0
5766,0.45,0.16,0.39,100.0,80.0
5767,0.35000000000000003,0.23,0.42,76.0,130.0
5768,0.23,0.25,0.53,96.0,10.0
5769,0.25,0.02,0.73,67.0,40.0
5770,0.53,0.01,0.46,86.0,30.0
5771,0.24,0.29,0.47000000000000003,93.0,40.0
5772,0.31,0.06,0.63,64.0,80.0
5773,0.07,0.28,0.66,60.0,60.0
5774,0.73,0.23,0.04,84.0,50.0
5775,0.42,0.29,0.28,91.0,50.0
5776,0.01,0.59,0.4,86.0,80.0
5777,0.56,0.03,0.42,41.0,60.0
5778,0.08,0.31,0.61,41.0,60.0
5779,0.01,0.31,0.68,64.0,70.0
5780,0.42,0.31,0.27,64.0,100.0
5781,0.52,0.32,0.17,107.0,30.0
5782,0.48,0.5,0.01,91.0,10.0
5783,0.44,0.04,0.52,79.0,30.0
5784,0.42,0.21,0.37,103.0,100.0
5785,0.31,0.0,0.6900000000000001,77.0,120.0
5786,0.7000000000000001,0.04,0.26,84.0,110.0
5787,0.28,0.29,0.42,46.0,80.0
5788,0.64,0.34,0.02,41.0,30.0
5789,0.31,0.27,0.42,82.0,100.0
5790,0.56,0.32,0.13,42.0,90.0
5791,0.18,0.35000000000000003,0.47000000000000003,76.0,20.0
5792,0.27,0.26,0.47000000000000003,41.0,100.0
5793,0.37,0.1,0.53,57.0,30.0
5794,0.41000000000000003,0.07,0.52,43.0,80.0
5795,0.24,0.21,0.55,96.0,130.0
5796,0.5,0.02,0.48,89.0,110.0
5797,0.3,0.17,0.53,66.0,50.0
5798,0.29,0.3,0.4,105.0,130.0
5799,0.34,0.26,0.39,61.0,50.0
5800,0.11,0.2,0.6900000000000001,62.0,120.0
5801,0.28,0.16,0.56,60.0,130.0
5802,0.15,0.35000000000000003,0.5,59.0,100.0
5803,0.25,0.37,0.38,72.0,70.0
5804,0.3,0.23,0.47000000000000003,68.0,110.0
5805,0.6900000000000001,0.0,0.31,104.0,110.0
5806,0.3,0.16,0.54,103.0,80.0
5807,0.43,0.23,0.33,105.0,70.0
5808,0.08,0.45,0.47000000000000003,101.0,70.0
5809,0.43,0.16,0.41000000000000003,53.0,90.0
5810,0.36,0.19,0.46,76.0,50.0
5811,0.59,0.0,0.41000000000000003,102.0,120.0
5812,0.28,0.24,0.49,43.0,50.0
5813,0.47000000000000003,0.26,0.27,87.0,60.0
5814,0.51,0.11,0.37,53.0,10.0
5815,0.65,0.08,0.28,72.0,70.0
5816,0.34,0.27,0.4,42.0,80.0
5817,0.48,0.31,0.21,98.0,110.0
5818,0.33,0.4,0.28,107.0,60.0
5819,0.19,0.42,0.4,88.0,80.0
5820,0.38,0.1,0.52,82.0,120.0
5821,0.0,0.24,0.76,92.0,70.0
5822,0.52,0.45,0.03,94.0,90.0
5823,0.31,0.18,0.51,71.0,70.0
5824,0.63,0.23,0.14,63.0,70.0
5825,0.32,0.22,0.46,74.0,20.0
5826,0.07,0.46,0.47000000000000003,59.0,100.0
5827,0.02,0.53,0.45,93.0,90.0
5828,0.58,0.05,0.38,74.0,70.0
5829,0.37,0.41000000000000003,0.22,45.0,20.0
5830,0.81,0.11,0.07,95.0,30.0
5831,0.03,0.47000000000000003,0.5,60.0,30.0
5832,0.45,0.17,0.38,67.0,110.0
5833,0.42,0.14,0.44,70.0,20.0
5834,0.64,0.02,0.34,81.0,40.0
5835,0.42,0.01,0.56,51.0,60.0
5836,0.41000000000000003,0.26,0.33,75.0,50.0
5837,0.23,0.05,0.72,71.0,80.0
5838,0.17,0.15,0.68,78.0,30.0
5839,0.71,0.23,0.06,54.0,30.0
5840,0.73,0.2,0.07,68.0,100.0
5841,0.55,0.29,0.16,61.0,30.0
5842,0.41000000000000003,0.18,0.41000000000000003,60.0,110.0
5843,0.31,0.15,0.54,97.0,100.0
5844,0.45,0.22,0.33,66.0,90.0
5845,0.02,0.31,0.67,41.0,90.0
5846,0.75,0.15,0.1,47.0,60.0
5847,0.44,0.14,0.42,59.0,60.0
5848,0.5,0.37,0.13,78.0,60.0
5849,0.26,0.35000000000000003,0.39,90.0,120.0
5850,0.28,0.59,0.13,73.0,90.0
5851,0.21,0.42,0.38,82.0,20.0
5852,0.46,0.05,0.49,109.0,10.0
5853,0.21,0.18,0.61,67.0,70.0
5854,0.36,0.23,0.41000000000000003,66.0,30.0
5855,0.43,0.22,0.35000000000000003,103.0,20.0
5856,0.08,0.12,0.79,51.0,90.0
5857,0.32,0.09,0.59,57.0,100.0
5858,0.01,0.33,0.65,65.0,30.0
5859,0.29,0.0,0.7000000000000001,81.0,80.0
5860,0.65,0.07,0.29,67.0,100.0
5861,0.46,0.26,0.28,87.0,100.0
5862,0.5,0.35000000000000003,0.15,75.0,40.0
5863,0.5700000000000001,0.03,0.41000000000000003,87.0,30.0
5864,0.23,0.29,0.48,70.0,60.0
5865,0.43,0.32,0.25,69.0,60.0
5866,0.27,0.33,0.4,105.0,110.0
5867,0.72,0.06,0.22,59.0,50.0
5868,0.5,0.28,0.22,58.0,130.0
5869,0.04,0.33,0.63,96.0,70.0
5870,0.32,0.3,0.38,52.0,80.0
5871,0.36,0.22,0.41000000000000003,82.0,80.0
5872,0.09,0.44,0.46,70.0,70.0
5873,0.35000000000000003,0.16,0.49,101.0,40.0
5874,0.66,0.34,0.01,92.0,110.0
5875,0.22,0.28,0.5,45.0,80.0
5876,0.38,0.14,0.48,71.0,50.0
5877,0.5700000000000001,0.3,0.13,67.0,90.0
5878,0.76,0.01,0.23,83.0,80.0
5879,0.24,0.38,0.38,47.0,120.0
5880,0.73,0.06,0.21,93.0,40.0
5881,0.3,0.25,0.45,106.0,20.0
5882,0.17,0.09,0.74,106.0,80.0
5883,0.3,0.3,0.4,62.0,110.0
5884,0.38,0.33,0.29,96.0,130.0
5885,0.04,0.36,0.59,77.0,120.0
5886,0.45,0.13,0.42,77.0,110.0
5887,0.24,0.25,0.51,65.0,110.0
5888,0.09,0.34,0.5700000000000001,107.0,60.0
5889,0.44,0.4,0.15,74.0,30.0
5890,0.42,0.22,0.36,93.0,10.0
5891,0.36,0.39,0.25,53.0,40.0
5892,0.11,0.46,0.43,54.0,40.0
5893,0.5,0.28,0.22,60.0,80.0
5894,0.46,0.23,0.31,63.0,40.0
5895,0.49,0.16,0.35000000000000003,56.0,50.0
5896,0.49,0.31,0.21,55.0,40.0
5897,0.48,0.29,0.23,80.0,50.0
5898,0.28,0.25,0.47000000000000003,77.0,90.0
5899,0.08,0.5,0.42,93.0,120.0
5900,0.04,0.27,0.6900000000000001,96.0,30.0
5901,0.49,0.48,0.03,48.0,70.0
5902,0.44,0.3,0.26,66.0,60.0
5903,0.37,0.16,0.48,51.0,40.0
5904,0.48,0.14,0.38,65.0,70.0
5905,0.58,0.38,0.04,52.0,120.0
5906,0.16,0.37,0.47000000000000003,83.0,10.0
5907,0.03,0.42,0.55,48.0,70.0
5908,0.44,0.19,0.37,67.0,130.0
5909,0.23,0.05,0.72,43.0,40.0
5910,0.24,0.26,0.5,46.0,20.0
5911,0.24,0.24,0.52,85.0,20.0
5912,0.32,0.3,0.37,69.0,20.0
5913,0.43,0.23,0.34,91.0,120.0
5914,0.35000000000000003,0.1,0.55,45.0,130.0
5915,0.39,0.17,0.45,44.0,90.0
5916,0.35000000000000003,0.47000000000000003,0.18,44.0,110.0
5917,0.37,0.07,0.56,58.0,50.0
5918,0.5,0.27,0.23,96.0,100.0
5919,0.44,0.28,0.28,81.0,120.0
5920,0.18,0.28,0.54,48.0,80.0
5921,0.35000000000000003,0.21,0.44,69.0,80.0
5922,0.7000000000000001,0.19,0.1,89.0,90.0
5923,0.39,0.21,0.4,43.0,60.0
5924,0.27,0.3,0.43,85.0,40.0
5925,0.56,0.17,0.28,55.0,80.0
5926,0.07,0.33,0.6,89.0,90.0
5927,0.31,0.21,0.48,76.0,30.0
5928,0.14,0.08,0.78,57.0,60.0
5929,0.05,0.43,0.52,54.0,100.0
5930,0.38,0.37,0.25,91.0,30.0
5931,0.6900000000000001,0.26,0.04,91.0,80.0
5932,0.33,0.38,0.3,71.0,130.0
5933,0.45,0.14,0.41000000000000003,70.0,20.0
5934,0.52,0.15,0.33,77.0,10.0
5935,0.52,0.32,0.17,91.0,90.0
5936,0.27,0.19,0.54,43.0,30.0
5937,0.23,0.17,0.59,56.0,80.0
5938,0.08,0.39,0.53,41.0,50.0
5939,0.24,0.42,0.33,68.0,120.0
5940,0.27,0.3,0.43,46.0,60.0
5941,0.14,0.5700000000000001,0.28,104.0,30.0
5942,0.39,0.16,0.46,100.0,130.0
5943,0.16,0.03,0.81,96.0,20.0
5944,0.27,0.48,0.25,94.0,130.0
5945,0.25,0.27,0.48,102.0,90.0
5946,0.5,0.07,0.44,82.0,80.0
5947,0.3,0.05,0.65,47.0,30.0
5948,0.46,0.06,0.47000000000000003,44.0,50.0
5949,0.15,0.41000000000000003,0.44,58.0,100.0
5950,0.61,0.27,0.12,96.0,30.0
5951,0.2,0.38,0.43,42.0,40.0
5952,0.41000000000000003,0.17,0.42,77.0,60.0
5953,0.37,0.38,0.25,81.0,90.0
5954,0.1,0.15,0.75,54.0,10.0
5955,0.33,0.13,0.54,82.0,70.0
5956,0.05,0.3,0.65,96.0,30.0
5957,0.26,0.05,0.6900000000000001,55.0,110.0
5958,0.47000000000000003,0.48,0.06,61.0,80.0
5959,0.53,0.1,0.37,41.0,80.0
5960,0.12,0.32,0.5700000000000001,82.0,80.0
5961,0.16,0.35000000000000003,0.49,87.0,100.0
5962,0.58,0.18,0.24,86.0,50.0
5963,0.12,0.32,0.56,107.0,130.0
5964,0.23,0.3,0.47000000000000003,58.0,50.0
5965,0.12,0.16,0.72,94.0,120.0
5966,0.41000000000000003,0.08,0.5,41.0,50.0
5967,0.31,0.3,0.4,98.0,10.0
5968,0.9,0.05,0.05,73.0,110.0
5969,0.42,0.13,0.44,75.0,50.0
5970,0.33,0.59,0.08,45.0,80.0
5971,0.04,0.34,0.62,91.0,120.0
5972,0.6900000000000001,0.19,0.12,86.0,20.0
5973,0.36,0.28,0.35000000000000003,47.0,10.0
5974,0.4,0.14,0.46,50.0,70.0
5975,0.29,0.4,0.31,76.0,50.0
5976,0.52,0.07,0.41000000000000003,74.0,90.0
5977,0.07,0.37,0.56,99.0,120.0
5978,0.04,0.15,0.81,57.0,40.0
5979,0.0,0.4,0.6,45.0,30.0
5980,0.5,0.03,0.47000000000000003,63.0,120.0
5981,0.38,0.22,0.4,95.0,80.0
5982,0.13,0.18,0.6900000000000001,69.0,50.0
5983,0.28,0.5,0.22,87.0,10.0
5984,0.21,0.5700000000000001,0.22,57.0,60.0
5985,0.64,0.27,0.08,94.0,110.0
5986,0.47000000000000003,0.17,0.36,80.0,40.0
5987,0.47000000000000003,0.21,0.33,73.0,10.0
5988,0.3,0.12,0.58,48.0,10.0
5989,0.44,0.1,0.46,82.0,10.0
5990,0.45,0.12,0.43,43.0,30.0
5991,0.41000000000000003,0.42,0.17,80.0,30.0
5992,0.55,0.1,0.35000000000000003,61.0,90.0
5993,0.2,0.24,0.5700000000000001,83.0,60.0
5994,0.47000000000000003,0.13,0.4,44.0,20.0
5995,0.77,0.07,0.16,91.0,20.0
5996,0.7000000000000001,0.1,0.2,75.0,110.0
5997,0.58,0.05,0.37,86.0,100.0
5998,0.06,0.37,0.5700000000000001,55.0,30.0
5999,0.45,0.17,0.39,80.0,30.0
6000,0.08,0.43,0.49,70.0,50.0
6001,0.6,0.36,0.03,106.0,80.0
6002,0.41000000000000003,0.18,0.41000000000000003,96.0,50.0
6003,0.5,0.26,0.25,73.0,110.0
6004,0.5,0.35000000000000003,0.16,57.0,50.0
6005,0.44,0.27,0.29,74.0,130.0
6006,0.28,0.07,0.65,94.0,80.0
6007,0.46,0.21,0.33,46.0,80.0
6008,0.55,0.15,0.3,48.0,50.0
6009,0.08,0.05,0.87,106.0,80.0
6010,0.53,0.11,0.35000000000000003,67.0,40.0
6011,0.47000000000000003,0.09,0.44,49.0,110.0
6012,0.6,0.01,0.39,59.0,70.0
6013,0.4,0.29,0.31,57.0,50.0
6014,0.51,0.0,0.49,81.0,80.0
6015,0.39,0.12,0.49,87.0,10.0
6016,0.53,0.21,0.27,107.0,90.0
6017,0.11,0.37,0.51,54.0,70.0
6018,0.41000000000000003,0.21,0.38,63.0,30.0
6019,0.49,0.44,0.07,51.0,100.0
6020,0.55,0.21,0.24,44.0,20.0
6021,0.22,0.04,0.74,66.0,30.0
6022,0.59,0.09,0.31,41.0,70.0
6023,0.48,0.39,0.13,91.0,120.0
6024,0.51,0.07,0.41000000000000003,102.0,20.0
6025,0.5,0.25,0.25,74.0,40.0
6026,0.37,0.43,0.2,107.0,50.0
6027,0.41000000000000003,0.23,0.36,53.0,80.0
6028,0.38,0.04,0.5700000000000001,52.0,120.0
6029,0.59,0.14,0.27,74.0,120.0
6030,0.38,0.13,0.49,61.0,50.0
6031,0.4,0.19,0.41000000000000003,71.0,90.0
6032,0.3,0.42,0.28,44.0,80.0
6033,0.54,0.24,0.22,105.0,100.0
6034,0.41000000000000003,0.08,0.5,71.0,30.0
6035,0.29,0.11,0.61,60.0,80.0
6036,0.2,0.55,0.25,63.0,30.0
6037,0.55,0.41000000000000003,0.03,86.0,120.0
6038,0.53,0.14,0.33,43.0,20.0
6039,0.26,0.15,0.59,56.0,120.0
6040,0.51,0.22,0.28,61.0,10.0
6041,0.39,0.42,0.19,61.0,80.0
6042,0.42,0.15,0.43,51.0,70.0
6043,0.6,0.24,0.16,51.0,70.0
6044,0.44,0.11,0.45,69.0,30.0
6045,0.68,0.08,0.25,77.0,20.0
6046,0.33,0.27,0.4,50.0,60.0
6047,0.48,0.27,0.24,77.0,50.0
6048,0.32,0.28,0.4,69.0,50.0
6049,0.05,0.44,0.5,99.0,50.0
6050,0.18,0.43,0.39,89.0,30.0
6051,0.25,0.3,0.45,105.0,80.0
6052,0.55,0.19,0.26,103.0,70.0
6053,0.56,0.29,0.15,51.0,120.0
6054,0.77,0.08,0.15,90.0,90.0
6055,0.53,0.05,0.42,88.0,50.0
6056,0.42,0.17,0.41000000000000003,90.0,50.0
6057,0.18,0.15,0.67,109.0,40.0
6058,0.06,0.26,0.6900000000000001,108.0,120.0
6059,0.47000000000000003,0.48,0.06,51.0,120.0
6060,0.55,0.27,0.19,107.0,120.0
6061,0.52,0.36,0.11,45.0,70.0
6062,0.03,0.34,0.63,49.0,60.0
6063,0.47000000000000003,0.32,0.2,70.0,50.0
6064,0.11,0.09,0.8,65.0,40.0
6065,0.71,0.28,0.01,59.0,20.0
6066,0.32,0.17,0.52,84.0,90.0
6067,0.56,0.28,0.16,82.0,110.0
6068,0.55,0.13,0.32,74.0,100.0
6069,0.37,0.6,0.03,81.0,80.0
6070,0.04,0.09,0.88,66.0,110.0
6071,0.54,0.07,0.39,108.0,70.0
6072,0.14,0.27,0.58,105.0,40.0
6073,0.07,0.41000000000000003,0.53,78.0,90.0
6074,0.47000000000000003,0.45,0.08,64.0,10.0
6075,0.36,0.3,0.35000000000000003,45.0,80.0
6076,0.64,0.28,0.08,46.0,100.0
6077,0.11,0.42,0.47000000000000003,62.0,80.0
6078,0.32,0.09,0.59,44.0,20.0
6079,0.42,0.36,0.22,52.0,70.0
6080,0.56,0.01,0.44,81.0,80.0
6081,0.64,0.22,0.14,58.0,20.0
6082,0.25,0.03,0.72,66.0,100.0
6083,0.32,0.25,0.43,76.0,40.0
6084,0.67,0.14,0.19,72.0,110.0
6085,0.22,0.24,0.55,50.0,90.0
6086,0.32,0.24,0.45,53.0,80.0
6087,0.25,0.07,0.67,47.0,30.0
6088,0.48,0.23,0.3,96.0,90.0
6089,0.47000000000000003,0.03,0.5,65.0,80.0
6090,0.36,0.14,0.5,105.0,130.0
6091,0.4,0.28,0.32,95.0,30.0
6092,0.11,0.38,0.51,96.0,70.0
6093,0.45,0.33,0.22,40.0,10.0
6094,0.4,0.22,0.38,40.0,90.0
6095,0.26,0.48,0.26,45.0,100.0
6096,0.51,0.16,0.33,71.0,50.0
6097,0.64,0.08,0.28,109.0,60.0
6098,0.41000000000000003,0.23,0.36,99.0,90.0
6099,0.63,0.23,0.14,60.0,100.0
6100,0.09,0.31,0.6,69.0,80.0
6101,0.62,0.16,0.22,84.0,80.0
6102,0.55,0.35000000000000003,0.1,70.0,30.0
6103,0.32,0.46,0.22,109.0,100.0
6104,0.61,0.32,0.06,47.0,60.0
6105,0.06,0.27,0.67,65.0,70.0
6106,0.35000000000000003,0.19,0.46,41.0,80.0
6107,0.59,0.15,0.26,99.0,80.0
6108,0.03,0.3,0.67,64.0,120.0
6109,0.5,0.24,0.26,75.0,120.0
6110,0.56,0.15,0.3,87.0,30.0
6111,0.48,0.04,0.48,79.0,90.0
6112,0.75,0.19,0.06,42.0,30.0
6113,0.15,0.22,0.64,98.0,80.0
6114,0.56,0.19,0.25,80.0,20.0
6115,0.19,0.24,0.5700000000000001,90.0,60.0
6116,0.14,0.28,0.59,75.0,20.0
6117,0.45,0.33,0.22,63.0,40.0
6118,0.5700000000000001,0.14,0.3,89.0,50.0
6119,0.49,0.19,0.32,104.0,40.0
6120,0.06,0.43,0.51,58.0,20.0
6121,0.37,0.25,0.38,104.0,60.0
6122,0.27,0.22,0.51,98.0,50.0
6123,0.36,0.28,0.36,41.0,10.0
6124,0.39,0.06,0.55,46.0,110.0
6125,0.48,0.32,0.2,78.0,20.0
6126,0.46,0.23,0.31,93.0,90.0
6127,0.63,0.03,0.34,83.0,100.0
6128,0.72,0.09,0.19,95.0,100.0
6129,0.13,0.33,0.54,94.0,120.0
6130,0.13,0.08,0.79,49.0,130.0
6131,0.36,0.2,0.44,86.0,90.0
6132,0.16,0.42,0.43,75.0,20.0
6133,0.33,0.2,0.46,105.0,110.0
6134,0.3,0.34,0.36,71.0,110.0
6135,0.4,0.06,0.54,81.0,90.0
6136,0.8,0.12,0.07,69.0,110.0
6137,0.46,0.21,0.33,56.0,130.0
6138,0.63,0.2,0.16,82.0,50.0
6139,0.59,0.17,0.24,60.0,60.0
6140,0.03,0.4,0.5700000000000001,48.0,30.0
6141,0.46,0.06,0.48,57.0,40.0
6142,0.64,0.18,0.18,43.0,70.0
6143,0.4,0.2,0.4,56.0,20.0
6144,0.65,0.13,0.22,76.0,100.0
6145,0.65,0.1,0.25,72.0,130.0
6146,0.46,0.18,0.36,97.0,20.0
6147,0.48,0.38,0.14,43.0,30.0
6148,0.37,0.36,0.26,82.0,10.0
6149,0.36,0.02,0.62,92.0,40.0
6150,0.73,0.18,0.09,46.0,20.0
6151,0.35000000000000003,0.15,0.5,104.0,10.0
6152,0.6,0.22,0.18,76.0,90.0
6153,0.61,0.23,0.15,103.0,40.0
6154,0.04,0.16,0.79,78.0,80.0
